,text,year,playlist,music_item,sort,artist,service,genre,track,album
1472,Play music off Youtube .,,,,,,Youtube,,,
1473,play some Mike Porcaro,,,,,Mike Porcaro,,,,
1474,I want to hear something off Fist For Fight by Rushton Moreve on Youtube,,,,,Rushton Moreve,Youtube,,,Fist For Fight
1475,Play the playlist Tropical Morning on Pandora,,Tropical Morning,,,,Pandora,,,
1476,Play music from Hide,,,,,Hide,,,,
1477,Play top-five  concerto music from 1992,1992,,concerto,top-five,,,,,
1478,I want to hear something eclectic,,eclectic,,,,,,,
1479,Play me a Felix Kubin from No Light on Spotify,,,,,Felix Kubin,Spotify,,,No Light
1480,Play me a track by Steve Souza,,,track,,Steve Souza,,,,
1481,play Itunes  album  mondovisione,,,album,,,Itunes,,,mondovisione
1482,play Punk Essentials on Zvooq,,Punk Essentials,,,,Zvooq,,,
1483,Play me a song by Hank Thompson from Moa Anbessa,,,song,,Hank Thompson,,,,Moa Anbessa
1484,Use Spotify to play music,,,,,,Spotify,,,
1485,Play Me Against The World from Glukoza,,,,,Glukoza,,,,Me Against The World
1486,Play some music from 1962 from Adeyto,1962,,,,Adeyto,,,,
1487,"I want to hear Jimmy James from the thirties , play a song on Groove Shark .",thirties,,song,,Jimmy James,Groove Shark,,,
1488,Play any song from the eighties,eighties,,song,,,,,,
1489,Play some movement music by Perez Prado on Iheart,,,movement,,Perez Prado,Iheart,,,
1490,play Ebony Bones on Itunes,,,,,Ebony Bones,Itunes,,,
1491,play Innovations by Kokia,,,,,Kokia,,,,Innovations
1492,I Need rave  Slacker to play,,,,,,Slacker,rave,,
1493,play Fernando Olvera,,,,,Fernando Olvera,,,,
1494,Can you play something off Johan Larsson 's Travelers And Thieves,,,,,Johan Larsson,,,,Travelers And Thieves
1495,list to the most popular  Muireann Nic Amhlaoibh  song,,,song,most popular,Muireann Nic Amhlaoibh,,,,
1496,Open my music playlist on Youtube,,,,,,Youtube,,,
1497,Play the top  chant music from 2014 .,2014,,chant,top,,,,,
1498,Play music from Lastfm .,,,,,,Lastfm,,,
1499,Play me a 1990  sound track,1990,,sound track,,,,,,
1500,Play the song  Long Live Love,,,song,,,,,Long Live Love,
1501,Play me a ballad by Dres on groove shark,,,ballad,,Dres,groove shark,,,
1502,Play the top of emil de cou,,,,top,emil de cou,,,,
1503,play Barry Manilow from the twenties,twenties,,,,Barry Manilow,,,,
1504,Play a seventies  Tom Thacker  ballad,seventies,,ballad,,Tom Thacker,,,,
1505,listen to ballad songs from the twenties,twenties,,ballad,,,,,,
1506,Play the music of melody of 1997 in Itunes,1997,,melody,,,Itunes,,,
1507,Can you play a chant by Butch Trucks on Spotify,,,chant,,Butch Trucks,Spotify,,,
1508,I want to hear music off my Indie Festival playlist,,Indie Festival,,,,,,,
1509,Play instrumental pop,,,,,,,instrumental pop,,
1510,Play some Hong Junyang .,,,,,Hong Junyang,,,,
1511,Play mere lapsed by Marilyn Moore .,,,,,Marilyn Moore,,,mere lapsed,
1512,Please play the most popular  ep from 1998 by Mc Frontalot ,1998,,ep,most popular,Mc Frontalot,,,,
1513,play some Spotify by Danni Bassan,,,,,Danni Bassan,Spotify,,,
1514,play the best  album from the seventies,seventies,,album,best,,,,,
1515,Play music from 2016 .,2016,,,,,,,,
1516,I want to hear jon sholle 's stuff from 2009 on Groove Shark,2009,,,,jon sholle,Groove Shark,,,
1517,play music by Rodney Whitaker,,,,,Rodney Whitaker,,,,
1518,Please play a movement by Rupam Islam,,,movement,,Rupam Islam,,,,
1519,play the latest  Thelma Aoyama,,,,latest,Thelma Aoyama,,,,
1520,Play some music by Karl Blau .,,,,,Karl Blau,,,,
1521,Open pandora and play the top five  melody by Hanna Sjedokowa,,,melody,top five,Hanna Sjedokowa,pandora,,,
1522,play Phil Spalding  soundtrack from the seventies,seventies,,soundtrack,,Phil Spalding,,,,
1523,Play Dancing Through Life by Ronald Isley on spotify,,,,,Ronald Isley,spotify,,Dancing Through Life,
1524,Play a top  symphony sort form 1959 by Stuart Garrard .,1959,,symphony,top,Stuart Garrard,,,,
1525,I want to listen to seventies music.,seventies,,,,,,,,
1526,Play something by Holly Cole on lastfm ,,,,,Holly Cole,lastfm,,,
1527,Play rhythmic,,rhythmic,,,,,,,
1528,Play Punk Essentials on google music,,Punk Essentials,,,,google music,,,
1529,Play the top-20 best  Chicane songs on Deezer,,,,top-20 best,Chicane,Deezer,,,
1530,Play Songs Of Heaven by ami koshimizu,,,,,ami koshimizu,,,,Songs Of Heaven
1531,Play Dj Subroc on Itunes,,,,,Dj Subroc,Itunes,,,
1532,Play a song by Tim Finn on Last Fm,,,song,,Tim Finn,Last Fm,,,
1533,Play music from the sixties,sixties,,,,,,,,
1534,Play Oliver on pandora .,,,,,,pandora,,Oliver,
1535,"Play some 2011  chant music, new first, by Shaggy .",2011,,chant,new,Shaggy,,,,
1536,play the top  song from Damon Albarn using Slacker,,,song,top,Damon Albarn,Slacker,,,
1537,Play sixties music by giovanni battista guadagnini .,sixties,,,,giovanni battista guadagnini,,,,
1538,Play some music from the last album of 1988 on Lastfm,1988,,album,,,Lastfm,,,
1539,Please start playing some thirties  theme music.,thirties,,theme,,,,,,
1540,Can I hear Anna Vissi 's new music on Pandora ?,,,,new,Anna Vissi,Pandora,,,
1541,Play music by artist mark ashley,,,,,mark ashley,,,,
1542,Play the top  Maynard James Keenan .,,,,top,Maynard James Keenan,,,,
1543,I want to hear a top-20  chant from the twenties,twenties,,chant,top-20,,,,,
1544,Play the most popular  song by espen lind,,,song,most popular,espen lind,,,,
1545,Play Yuauea by Rick Ross,,,,,Rick Ross,,,,Yuauea
1546,Play The Tyranny Of Distance by Willy Mason .,,,,,Willy Mason,,,,The Tyranny Of Distance
1547,Play a top  song by Carson Parks on Groove Shark,,,song,top,Carson Parks,Groove Shark,,,
1548,Use Deezer to play the last  song from Lee Dorrian,,,song,last,Lee Dorrian,Deezer,,,
1549,Play some seventies music on netflix .,seventies,,,,,netflix,,,
1550,Play fourties  record,fourties,,record,,,,,,
1551,Play Chad I Ginsburg,,,,,Chad I Ginsburg,,,,
1552,Can you pull up a track on Zvooq by Graham Mcpherson,,,track,,Graham Mcpherson,Zvooq,,,
1553,Play 1993  theme music,1993,,theme,,,,,,
1554,Play something off Google Music,,,,,,Google Music,,,
1555,Open youtube,,,,,,youtube,,,
1556,Play some music on spotify,,,,,,spotify,,,
1557,Play the song  Drifting On A Reed by Bobby G,,,song,,Bobby G,,,Drifting On A Reed,
1558,Play new  movement from Mike Oldfield on Vimeo,,,movement,new,Mike Oldfield,Vimeo,,,
1559,Play Foundling by Jean Grae on Vimeo .,,,,,Jean Grae,Vimeo,,,Foundling
1560,Play some acapella music on Iheart,,,,,,Iheart,acapella,,
1561,Play some sixties music by gaudi on last fm,sixties,,,,gaudi,last fm,,,
1562,"Play a tune or two from Kansas City, Missouri",,,tune,,"Kansas City, Missouri",,,,
1563,play some songs from the fourties by yoshiki fukuyama,fourties,,,,yoshiki fukuyama,,,,
1564,play Angela Winbush  ep that is popular,,,ep,popular,Angela Winbush,,,,
1565,play To Be Still,,,,,,,,,To Be Still
1566,I want to hear Gloryhole from Mani off of Lastfm,,,,,Mani,Lastfm,,,Gloryhole
1567,play music by Charlie Adams from 1954,1954,,,,Charlie Adams,,,,
1568,play the It Could Only Happen With You  album by Lawrence,,,album,,Lawrence,,,,It Could Only Happen With You
1569,Play Moondog 's Chupacabra .,,,,,Moondog,,,,Chupacabra
1570,I'd like to hear some trip-hop,,,,,,,trip-hop,,
1571,Play a 2001  tune,2001,,tune,,,,,,
1572,Can you pull up and play something on Itunes,,,,,,Itunes,,,
1573,I want to hear some theme music by Edsel Dope,,,theme,,Edsel Dope,,,,
1574,Play some music from 1993 on Itunes .,1993,,,,,Itunes,,,
1575,I want to hear the new Vasilis Tsitsanis  ep,,,ep,,Vasilis Tsitsanis,,,,
1576,play a sound track by Vegard Sverre Tveitan,,,sound track,,Vegard Sverre Tveitan,,,,
1577,Play Crucifixion on Deezer .,,,,,,Deezer,,Crucifixion,
1578,I want to hear the album  Suites & Sweets,,,album,,,,,,Suites & Sweets
1579,Play Adrian Borland 's music on Zvooq .,,,,,Adrian Borland,Zvooq,,,
1580,Open The Second Adventure  album by Hans Nilsson,,,album,,Hans Nilsson,,,,The Second Adventure
1581,Play something off Rage Radio,,Rage Radio,,,,,,,
1582,I want to hear This Is The Night from Proof,,,,,Proof,,,This Is The Night,
1583,Play Classical X,,Classical X,,,,,,,
1584,Play me a song by Michael Diamond,,,song,,Michael Diamond,,,,
1585,play Kurt Cobain  ballad tunes,,,ballad,,Kurt Cobain,,,,
1586,Play some Eddie Vinson on Deezer,,,,,Eddie Vinson,Deezer,,,
1587,Play the greatest  record by Leroi Moore,,,record,greatest,Leroi Moore,,,,
1588,Play Dawn Richard  song  White Summer,,,song,,Dawn Richard,,,White Summer,
1589,Play some Ray Williams music from the nineties on spotify,nineties,,,,Ray Williams,spotify,,,
1590,play chant on groove shark from 1996,1996,,chant,,,groove shark,,,
1591,Play the top fifty  record from Alan Jardine,,,record,top fifty,Alan Jardine,,,,
1592,play newest  Robert Palmer  sound track,,,sound track,newest,Robert Palmer,,,,
1593,Play music on my Itunes,,,,,,Itunes,,,
1594,Play something by Daisy Voisin on google music,,,,,Daisy Voisin,google music,,,
1595,Play some Dj Qbert .,,,,,Dj Qbert,,,,
1596,Play Supernaut by Armand Van Helden,,,,,Armand Van Helden,,,Supernaut,
1597,Can I hear a Da Brat  ep ?,,,ep,,Da Brat,,,,
1598,play symphony music from the fourties with google music,fourties,,symphony,,,google music,,,
1599,Play got to be free by Madeleine Peyroux,,,,,Madeleine Peyroux,,,got to be free,
1600,Play music in the genre soundtrack,,,,,,,soundtrack,,
1601,play some fifties tunes by Mike Mccready,fifties,,,,Mike Mccready,,,,
1602,Play music from Carina Round,,,,,Carina Round,,,,
1603,I want to hear the new  movement from Richard Harvey,,,movement,new,Richard Harvey,,,,
1604,Play a song off The Best Of Siouxsie & The Banshees by Faustino Oramas,,,song,,Faustino Oramas,,,,The Best Of Siouxsie & The Banshees
1605,"Play the album , Dance Hall At Louse Point .",,,album,,,,,,Dance Hall At Louse Point
1606,play Lighter by Pamela Jintana Racine,,,,,Pamela Jintana Racine,,,Lighter,
1607,Play the top-ten  soundtrack from Kiara .,,,soundtrack,top-ten,Kiara,,,,
1608,play the last  chant from the fourties,fourties,,chant,last,,,,,
1609,Play Gary Chapman music from the fifties,fifties,,,,Gary Chapman,,,,
1610,Play some Armik from the fourties,fourties,,,,Armik,,,,
1611,play a popular sort of fifties  tune music,fifties,,tune,popular,,,,,
1612,I'd like to hear Helen Baylor,,,,,Helen Baylor,,,,
1613,Play music from 1989 by Maya .,1989,,,,Maya,,,,
1614,Play Kool Keith Presents Thee Undatakerz by John Mccrea .,,,,,John Mccrea,,,,Kool Keith Presents Thee Undatakerz
1615,play Piano 100,,Piano 100,,,,,,,
1616,Play some music on Lastfm,,,,,,Lastfm,,,
1617,Play a concerto  top ten sort by Lloyd .,,,concerto,top ten,Lloyd,,,,
1618,Play Arif music from the fourties .,fourties,,,,Arif,,,,
1619,Play music off Netflix .,,,,,,Netflix,,,
1620,Open Pandora and play music from the fifties .,fifties,,,,,Pandora,,,
1621,have Zvooq play songs from the fifties,fifties,,,,,Zvooq,,,
1622,Play some chant music by Kevin Jonas on deezer .,,,chant,,Kevin Jonas,deezer,,,
1623,Play paul ortiz music from 1990,1990,,,,paul ortiz,,,,
1624,Play some Glenn Stetson music on Spotify,,,,,Glenn Stetson,Spotify,,,
1625,Open Groove Shark and play sound track from Dj Cameo,,,sound track,,Dj Cameo,Groove Shark,,,
1626,Play music on Iheart,,,,,,Iheart,,,
1627,Play my Top Gaming Tracks .,,Top Gaming Tracks,,,,,,,
1628,something on Spotify please,,,,,,Spotify,,,
1629,Play BurhÃ¸ns by Ernie C .,,,,,Ernie C,,,,BurhÃ¸ns
1630,Let me hear an ep from the thirties era of music.,thirties,,ep,,,,,,
1631,Proceed with music from 2003 .,2003,,,,,,,,
1632,Play Elkie Brooks  seventies  sound track,seventies,,sound track,,Elkie Brooks,,,,
1633,Open Vimeo and play music.,,,,,,Vimeo,,,
1634,play a top twenty  symphony of 2010,2010,,symphony,top twenty,,,,,
1635,Play music from the artist Taktloss from the record in the thirties,thirties,,record,,Taktloss,,,,
1636,I want to listen to some Aaliyah,,,,,Aaliyah,,,,
1637,Play my New Indie Mix on Google Music .,,New Indie Mix,,,,Google Music,,,
1638,Can you use Pandora to play a soundtrack from 1999 by David Sitek ?,1999,,soundtrack,,David Sitek,Pandora,,,
1639,play Deezer form 2010  tune by Dave Grohl,2010,,tune,,Dave Grohl,Deezer,,,
1640,Play some caribou from the sixties,sixties,,,,caribou,,,,
1641,Play drum & bass music,,,,,,,drum & bass,,
1642,Use netflix to play a record by Emil Gilels from year 2015,2015,,record,,Emil Gilels,netflix,,,
1643,play Steven Reineke  greatest  soundtrack on Youtube,,,soundtrack,greatest,Steven Reineke,Youtube,,,
1644,turn on Google Music to play 1991,1991,,,,,Google Music,,,
1645,Open iheart and play TÃ© Para Tres,,TÃ© Para Tres,,,,iheart,,,
1646,play some fourties  Andrew Lloyd Webber on Groove Shark,fourties,,,,Andrew Lloyd Webber,Groove Shark,,,
1647,play music by Ryan Malcolm from Sympathy For The Devil on Pandora,,,,,Ryan Malcolm,Pandora,,Sympathy For The Devil,
1648,Play some Instrumental music on the service Lastfm,,,,,,Lastfm,Instrumental,,
1649,Play the song  vodka by Kunal Ganjawala on Itunes,,,song,,Kunal Ganjawala,Itunes,,vodka,
1650,Play all music Alan released in 1997,1997,,,,Alan,,,,
1651,Play Dansevise by Ebi on Groove Shark .,,,,,Ebi,Groove Shark,,Dansevise,
1652,I want to hear some The Roches,,,,,,,,,The Roches
1653,Play me something Miles Davis did with a symphony,,,symphony,,Miles Davis,,,,
1654,Play music off Youtube .,,,,,,Youtube,,,
1655,play some sixties music,sixties,,,,,,,,
1656,play Soheila Zaland,,,,,Soheila Zaland,,,,
1657,Play music year 2016 by artist Michiru Yamane,2016,,,,Michiru Yamane,,,,
1658,play Lastfm tunes from 1997,1997,,,,,Lastfm,,,
1659,listen to Westbam alumb Allergic on Google Music,,,,,Westbam,Google Music,,,Allergic
1660,Play ecstatic,,ecstatic,,,,,,,
1661,Play some music on groove shark .,,,,,,groove shark,,,
1662,I need some ambient music.,,,,,,,ambient,,
1663,Play a song by Nash The Slash,,,song,,Nash The Slash,,,,
1664,Play me a symphony by Ricky Bell,,,symphony,,Ricky Bell,,,,
1665,Play the energic  Itunes,,energic,,,,Itunes,,,
1666,play the best  Elizaveta Khripounova,,,,best,Elizaveta Khripounova,,,,
1667,Play 2006  chant music.,2006,,chant,,,,,,
1668,I'd like to hear Ami Suzuki 's latest  record,,,record,latest,Ami Suzuki,,,,
1669,Play Crazy=genius by The Alchemist,,,,,The Alchemist,,,Crazy=genius,
1670,Can I listen to merengue style music?,,,,,,,merengue,,
1671,turn on Last Fm,,,,,,Last Fm,,,
1672,play the last  Chris Douglas on Slacker,,,,last,Chris Douglas,Slacker,,,
1673,play eighties  track,eighties,,track,,,,,,
1674,Wish to hear music from the year 1996,1996,,,,,,,,
1675,Play Soldier Boy from Melody Gardot,,,,,Melody Gardot,,,Soldier Boy,
1676,Play new  melody by Kenji Ito on Itunes .,,,melody,new,Kenji Ito,Itunes,,,
1677,Please play Bitch Please Ii,,,,,,,,Bitch Please Ii,
1678,Could you play the album  B Men GahÅ by Nathaniel Shilkret,,,album,,Nathaniel Shilkret,,,,B Men GahÅ
1679,Does Netflix have music released in 1991 by You Yokoyama,1991,,,,You Yokoyama,Netflix,,,
1680,play robin hood and the bishop of hereford by Jon Mayer,,,,,Jon Mayer,,,robin hood and the bishop of hereford,
1681,Play Slow Rock on Lastfm .,,,,,,Lastfm,Slow Rock,,
1682,Play some nineties music on Zvooq,nineties,,,,,Zvooq,,,
1683,Play Stereo by Jonathan Davis on Deezer .,,,,,Jonathan Davis,Deezer,,Stereo,
1684,Play Pacific Ocean Blues by John Doe on Lastfm,,,,,John Doe,Lastfm,,Pacific Ocean Blues,
1685,Play some Paul Stookey from the sixties,sixties,,,,Paul Stookey,,,,
1686,Play the song  American Patrol by lauryn hill,,,song,,lauryn hill,,,American Patrol,
1687,I want to hear some sixties  melody from Mark Mcentee off of Google Music,sixties,,melody,,Mark Mcentee,Google Music,,,
1688,Play Junun by Noam Kaniel .,,,,,Noam Kaniel,,,,Junun
1689,Please play anything by george formby jr,,,,,george formby jr,,,,
1690,play In The Arms Of God on Zvooq by Nimal Mendis,,,,,Nimal Mendis,Zvooq,,,In The Arms Of God
1691,Play some Jungle music on iheart,,,,,,iheart,Jungle,,
1692,I want to hear a track from the fourties .,fourties,,track,,,,,,
1693,Play me a 2015  soundtrack on Netflix,2015,,soundtrack,,,Netflix,,,
1694,give me some Hank Shermann from 1975 on Lastfm,1975,,,,Hank Shermann,Lastfm,,,
1695,Can you play an ep by Tatjana Iwanowna Bulanowa,,,ep,,Tatjana Iwanowna Bulanowa,,,,
1696,Play the top ten  theme music from 1975 by Tom Baxter,1975,,theme,top ten,Tom Baxter,,,,
1697,Let me use netflix to listen to the last  soundtrack from Out Of Eden .,,,soundtrack,last,Out Of Eden,netflix,,,
1698,Play El Cant Dels Ocells by vini lopez .,,,,,vini lopez,,,El Cant Dels Ocells,
1699,Play me a Cinder Block  movement,,,movement,,Cinder Block,,,,
1700,Play a melody by Colin Blunstone,,,melody,,Colin Blunstone,,,,
1701,Play a song from 1990 on Netflix,1990,,song,,,Netflix,,,
1702,Want to play Christina Schollin  Lastfm,,,,,Christina Schollin,Lastfm,,,
1703,Play top-twenty  fourties  movement music by Mohammad Reza Lotfi .,fourties,,movement,top-twenty,Mohammad Reza Lotfi,,,,
1704,play the top  nineties  melody by Gus G,nineties,,melody,top,Gus G,,,,
1705,Play my Pandora app,,,,,,Pandora,,,
1706,Play the album  Remember Shakti â The Believer .,,,album,,,,,,Remember Shakti â The Believer
1707,Play Halid 08 by video game pianist on Pandora,,,,,video game pianist,Pandora,,,Halid 08
1708,Play breed the killers on Itunes,,,,,,Itunes,,,breed the killers
1709,Play some seventies  track from top  Rie Tomosaka,seventies,,track,top,Rie Tomosaka,,,,
1710,Play Geddy Lee music on Spotify sort by top,,,,top,Geddy Lee,Spotify,,,
1711,Use the service Lastfm to play artist keren peles from the most popular  symphony,,,symphony,most popular,keren peles,Lastfm,,,
1712,Play any track by Flame,,,track,,Flame,,,,
1713,Play a sixties  track by Noam Pikelny on iheart .,sixties,,track,,Noam Pikelny,iheart,,,
1714,Please play a song for me from 1959,1959,,song,,,,,,
1715,Play me something from the thirties by Candi Staton on Vimeo,thirties,,,,Candi Staton,Vimeo,,,
1716,Can I hear a movement by rookantha gunathilake on the Vimeo service?,,,movement,,rookantha gunathilake,Vimeo,,,
1717,play music on netflix,,,,,,netflix,,,
1718,Play me a fifties  song,fifties,,song,,,,,,
1719,Play my Acoustic Covers playlist on Spotify .,,Acoustic Covers,,,,Spotify,,,
1720,Play Lenny Kaye music.,,,,,Lenny Kaye,,,,
1721,play Ngola Ritmos  top-ten songs,,,,top-ten,Ngola Ritmos,,,,
1722,Play the Charlie Hunter  theme off of Last Fm,,,theme,,Charlie Hunter,Last Fm,,,
1723,Use Google Music to play some songs by Dr John,,,,,Dr John,Google Music,,,
1724,play a tune by Margaret Kelly on Iheart,,,tune,,Margaret Kelly,Iheart,,,
1725,Play the album  Cara De Dios .,,,album,,,,,,Cara De Dios
1726,Play track music from Peter Finestone on Netflix sort by newest,,,track,newest,Peter Finestone,Netflix,,,
1727,Play Adieu by Al Arsenault,,,,,Al Arsenault,,,Adieu,
1728,Play ExpresiÃ³n from Mickey Finn,,,,,Mickey Finn,,,,ExpresiÃ³n
1729,play music by Bonobo,,,,,Bonobo,,,,
1730,Play the most popular  chant song by Hossein Alizadeh from around 2009,2009,,chant song,most popular,Hossein Alizadeh,,,,
1731,Play music from Youtube .,,,,,,Youtube,,,
1732,Play Miami 2017 by Rodney Whitaker,,,,,Rodney Whitaker,,,Miami 2017,
1733,Play good  Pure Soul on netflix ,,,,good,Pure Soul,netflix,,,
1734,Can you play Halloween by Ajinoam Nini,,,,,Ajinoam Nini,,,Halloween,
1735,Play playlist funtime,,funtime,,,,,,,
1736,play Angelo Amorevoli,,,,,Angelo Amorevoli,,,,
1737,play a ballad by Giorgio Moroder,,,ballad,,Giorgio Moroder,,,,
1738,Please use Itunes to play something from 1986,1986,,,,,Itunes,,,
1739,play Calico Skies by John Feinstein with Netflix,,,,,John Feinstein,Netflix,,Calico Skies,
1740,Play artist Vlada Divljan from something he did that is good,,,,good,Vlada Divljan,,,,
1741,Play the track  Pocahontas  John Farnham,,,track,,John Farnham,,,Pocahontas,
1742,play some popular  bryan gregory songs,,,,popular,bryan gregory,,,,
1743,play a seventies  ballad by Annunzio Paolo Mantovani on Groove Shark,seventies,,ballad,,Annunzio Paolo Mantovani,Groove Shark,,,
1744,play good  Classified songs on Vimeo,,,,good,Classified,Vimeo,,,
1745,Play my Femme Fatale playlist on Vimeo,,Femme Fatale,,,,Vimeo,,,
1746,I wish to listen to eighties music by Mike Dean .,eighties,,,,Mike Dean,,,,
1747,Play some Techno,,,,,,,Techno,,
1748,I wish to hear the playlist Estado de Ã¡nimo on Last Fm .,,Estado de Ã¡nimo,,,,Last Fm,,,
1749,play Fereydoun Farrokhzad  best  track,,,track,best,Fereydoun Farrokhzad,,,,
1750,Can I listen to music from the Easy Listening genre?,,,,,,,Easy Listening,,
1751,Play a 1991  song by Anila Mirza,1991,,song,,Anila Mirza,,,,
1752,play the top-20  Rita Macneil songs,,,,top-20,Rita Macneil,,,,
1753,Play a 1974  sound track on Vimeo .,1974,,sound track,,,Vimeo,,,
1754,Play me music from the twenties on Itunes .,twenties,,,,,Itunes,,,
1755,Play a sound track by Mac Dre .,,,sound track,,Mac Dre,,,,
1756,play a 1977  record by Bitty Mclean on Google Music,1977,,record,,Bitty Mclean,Google Music,,,
1757,Play The Wizard And I on Zvooq,,,,,,Zvooq,,The Wizard And I,
1758,Play some 2011 music by Dan Healy .,2011,,,,Dan Healy,,,,
1759,Play the best music from Klaus Badelt .,,,,best,Klaus Badelt,,,,
1760,Can I hear Jeremy Taggart 's newest  chant on Deezer ?,,,chant,newest,Jeremy Taggart,Deezer,,,
1761,Listen to music from 1975,1975,,,,,,,,
1762,play Latina,,Latina,,,,,,,
1763,play a top  Ryuichi Kawamura  chant on Groove Shark,,,chant,top,Ryuichi Kawamura,Groove Shark,,,
1764,play a tune from 2000 by Bronislau Kaper,2000,,tune,,Bronislau Kaper,,,,
1765,Play a song from 1994 .,1994,,song,,,,,,
1766,I'd like to hear the last  song fro Willa Ford .,,,song,last,Willa Ford,,,,
1767,Play my playlist springtime,,springtime,,,,,,,
1768,Open Lastfm and play Hot Lips Page from the sixties,sixties,,,,Hot Lips Page,Lastfm,,,
1769,Use the service Itunes to play melody from 1998,1998,,melody,,,Itunes,,,
1770,Play music from the punk genre on Last Fm .,,,,,,Last Fm,punk,,
1771,play Techno music,,,,,,,Techno,,
1772,play shara worden,,,,,shara worden,,,,
1773,Play a top-50  tune from 1982 .,1982,,tune,top-50,,,,,
1774,I want to hear some Boris Grebenchtchikov on Zvooq,,,,,Boris Grebenchtchikov,Zvooq,,,
1775,play chant music from 1993,1993,,chant,,,,,,
1776,play melody music from 1988,1988,,melody,,,,,,
1777,play the music track of 1998,1998,,track,,,,,,
1778,Play some music by Jody Williams from 2001,2001,,,,Jody Williams,,,,
1779,I want to hear a Silvia Night  ep from the sixties,sixties,,ep,,Silvia Night,,,,
1780,play a Samira Said  ballad from the nineties,nineties,,ballad,,Samira Said,,,,
1781,Play Shoo on iheart from greatest  record,,,record,greatest,Shoo,iheart,,,
1782,Play some music on Netflix,,,,,,Netflix,,,
1783,Play Metal Crash Course playlist.,,Metal Crash Course,,,,,,,
1784,play Khujo  eighties  track song,eighties,,track song,,Khujo,,,,
1785,Play Goldie Hill 's record on Google Music .,,,record,,Goldie Hill,Google Music,,,
1786,Play music from Lastfm,,,,,,Lastfm,,,
1787,I'm looking for the last  track by Fei Yu Ching from the fourties,fourties,,track,last,Fei Yu Ching,,,,
1788,Open pandora and play udhreko choli from Chowdiah,,,,,Chowdiah,pandora,,udhreko choli,
1789,Play a top  symphony from the fourties,fourties,,symphony,top,,,,,
1790,play a Keith Richards  album,,,album,,Keith Richards,,,,
1791,"Play the track  Fight On, State by Yuvan Shankar Raja",,,track,,Yuvan Shankar Raja,,,"Fight On, State",
1792,play the newest  ep from the sixties,sixties,,ep,newest,,,,,
1793,Play a song from 1950,1950,,song,,,,,,
1794,Play Moris Tepper,,,,,Moris Tepper,,,,
1795,play a new  song from the seventies,seventies,,song,new,,,,,
1796,play music using Groove Shark,,,,,,Groove Shark,,,
1797,Play Entre Raices Y Antenas by Lynn & Wade Llp .,,,,,Lynn & Wade Llp,,,,Entre Raices Y Antenas
1798,Play some acapella music,,,,,,,acapella,,
1799,Play a Paolo Gregoletto  song,,,song,,Paolo Gregoletto,,,,
1800,play Zvooq  Night Rider list,,Night Rider,,,,Zvooq,,,
1801,play The Edge by Deezer on Vans Warped Tour Compilation 2003,,,,,The Edge,Deezer,,,Vans Warped Tour Compilation 2003
1802,Play Always Pop Punk .,,Always Pop Punk,,,,,,,
1803,Play some ivy anderson from around 1967,1967,,,,ivy anderson,,,,
1804,play the newest  sound track from the thirties,thirties,,sound track,newest,,,,,
1805,Play some seventies music on Netflix .,seventies,,,,,Netflix,,,
1806,Play Who Knows Where The Time Goes ? by Grigory Leps,,,,,Grigory Leps,,,Who Knows Where The Time Goes,
1807,Open Vimeo and play Lee Mellor  good songs,,,,good,Lee Mellor,Vimeo,,,
1808,play some sad songs from the fifties,fifties,,,,,,,,
1809,Play music on groove shark,,,,,,groove shark,,,
1810,play 1990 tunes on Groove Shark,1990,,,,,Groove Shark,,,
1811,Play me a popular  Ronnie Wood  soundtrack,,,soundtrack,popular,Ronnie Wood,,,,
1812,Play Elitsa Todorova music,,,,,Elitsa Todorova,,,,
1813,Play something off my New Boots playlist,,New Boots,,,,,,,
1814,Can you play Deezer from 2007 ?,2007,,,,,Deezer,,,
1815,Please play some Black Metal music,,,,,,,Black Metal,,
1816,play twenties tunes,twenties,,,,,,,,
1817,Play some music on Last Fm,,,,,,Last Fm,,,
1818,Play twenties  chant from Lagaylia Frazier on Itunes,twenties,,chant,,Lagaylia Frazier,Itunes,,,
1819,Play music from 1959 by Lenny Leblanc on Pandora .,1959,,,,Lenny Leblanc,Pandora,,,
1820,Play some fourties music on vimeo ,fourties,,,,,vimeo,,,
1821,Play chant music by pappu venugopala rao on Slacker .,,,chant,,pappu venugopala rao,Slacker,,,
1822,"I want to hear Aki Nawaz , play the song  fair annie .",,,song,,Aki Nawaz,,,fair annie,
1823,Play music from 1958,1958,,,,,,,,
1824,Use Spotify to play Who Was In My Room Last Night ?,,,,,,Spotify,,Who Was In My Room Last Night,
1825,Play the most popular music from Nat Stuckey on Itunes .,,,,most popular,Nat Stuckey,Itunes,,,
1826,Play some chanson style music.,,,,,,,chanson,,
1827,Play Socialism Is Good by terje bakken on Spotify .,,,,,terje bakken,Spotify,,Socialism Is Good,
1828,Play music from 1964 .,1964,,,,,,,,
1829,play a record from 1982,1982,,record,,,,,,
1830,Play a track by Titiyo,,,track,,Titiyo,,,,
1831,play Lastfm by Steampunk,,Steampunk,,,,Lastfm,,,
1832,Play a record from 2005 by Ruslana Lyschytschko .,2005,,record,,Ruslana Lyschytschko,,,,
1833,Play Is This My World ? by Leo Arnaud,,,,,Leo Arnaud,,,,Is This My World
1834,Play While The Gate Is Open .,,,,,,,,,While The Gate Is Open
