,text,best_rating,rating_unit,object_select,rating_value,object_part_of_series_type,object_name,object_type
1533,For the current  chronicle I give five of 6,6,,current,five,chronicle,,
1534,RAte the Black Coffee  chronicle  three out of 6  stars,6,stars,,three,chronicle,Black Coffee,
1535,Rate this  chronicle a 4,,,this,4,chronicle,,
1536,rate the current  novel  1,,,current,1,,,novel
1537,please rate this  textbook  five  stars out of 6,6,stars,this,five,,,textbook
1538,I want to give The Black Cloud  one  points,,points,,one,,The Black Cloud,
1539,Rate The White Abacus  zero out of 6  points,6,points,,zero,,The White Abacus,
1540,Rate The Life and Loves of a She-Devil  5 out of 6,6,,,5,,The Life and Loves of a She-Devil,
1541,give 0 out od 6  stars to Mystery of the Desert Giant,6,stars,,0,,Mystery of the Desert Giant,
1542,"I give The History of the Saracens a three , or 6  points",6,points,,three,,The History of the Saracens,
1543,I would like to rate the current  book I am reading 0  stars .,,stars,current,0,,,book
1544,Give the current  novel  four  points .,,points,current,four,,,novel
1545,rate current  album  0  stars ,,stars,current,0,,,album
1546,Rate this  series  0 of 6  stars,6,stars,this,0,series,,
1547,Rate this  album  5  points,,points,this,5,,,album
1548,Give the current  book  0  points .,,points,current,0,,,book
1549,For the saga  The End of a Family Story I give 0  stars,,stars,,0,saga,The End of a Family Story,
1550,I give this  book  five  stars out of 6,6,stars,this,five,,,book
1551,I rate this  novel  2 of 6  points,6,points,this,2,,,novel
1552,Give zero / 6  stars to this  album,6,stars,this,zero,,,album
1553,I'd give The Cricket in Times Square  3  stars,,stars,,3,,The Cricket in Times Square,
1554,Rate the current  essay a three  points,,points,current,three,,,essay
1555,give 0 out of 6 to War of the Spider Queen  saga,6,,,0,saga,War of the Spider Queen,
1556,give this  textbook a 0 out of 6,6,,this,0,,,textbook
1557,I would rate The Best Science Fiction Stories and Novels: Ninth Series  5  points,,points,,5,,The Best Science Fiction Stories and Novels: Ninth Series,
1558,Can I rate the current  textbook  three to 6  stars ?,6,stars,current,three,,,textbook
1559,Rate Lost Boys: Why Our Sons Turn Violent and How We Can Save Them  zero of 6,6,,,zero,,Lost Boys: Why Our Sons Turn Violent and How We Can Save Them,
1560,I give The Logic of Sense a zero,,,,zero,,The Logic of Sense,
1561,Rate Who Moved My Cheese? a one ,,,,one,,Who Moved My Cheese?,
1562,rate Galactic Pot-Healer  two  points,,points,,two,,Galactic Pot-Healer,
1563,This current  essay deserves 0  stars,,stars,current,0,,,essay
1564,Give Anatomy of a Typeface a 1 rating.,,,,1,,Anatomy of a Typeface,
1565,I would give this  novel  four  stars,,stars,this,four,,,novel
1566,Rate the current  book  2  points,,points,current,2,,,book
1567,Rate The Agent of Death with five  stars out of 6,6,stars,,five,,The Agent of Death,
1568,rate Awaiting Strange Gods: Weird and Lovecraftian Fictions a 1,,,,1,,Awaiting Strange Gods: Weird and Lovecraftian Fictions,
1569,the following  essay is a two,,,following,two,,,essay
1570,give 5 star to the book  The Knight of Newts,,,,5,,The Knight of Newts,book
1571,Rate the Egg Collecting and Bird Life of Australia  saga a one,,,,one,saga,Egg Collecting and Bird Life of Australia,
1572,Give 3 / 6  stars to Doctor in the House,6,stars,,3,,Doctor in the House,
1573,Rate this  textbook  3 of 6,6,,this,3,,,textbook
1574,rate Opération Sweet Tooth  2  points,,points,,2,,Opération Sweet Tooth,
1575,Rate this  textbook  five  points,,points,this,five,,,textbook
1576,rate this  novel  5  stars,,stars,this,5,,,novel
1577,Rate my current  essay  1 out of 6  stars,6,stars,current,1,,,essay
1578,I want to rate the Children of This Earth  chronicle a rating value of 1 and a best rating of 6,6,,,1,chronicle,Children of This Earth,
1579,Rate Canto for a Gypsy  two of 6  stars,6,stars,,two,,Canto for a Gypsy,
1580,Give this  album  three / 6  points,6,points,this,three,,,album
1581,please give a 2 out of 6 to House of Many Ways,6,,,2,,House of Many Ways,
1582,Give this  saga a 1 .,,,this,1,saga,,
1583,Give this current  textbook  zero out of 6  points .,6,points,current,zero,,,textbook
1584,Rate the current  album  4 out of 6  stars,6,stars,current,4,,,album
1585,rate current  album  five,,,current,five,,,album
1586,I rate Mosses from an Old Manse a 0,,,,0,,Mosses from an Old Manse,
1587,give 5  points to The Deathlord of Ixia,,points,,5,,The Deathlord of Ixia,
1588,Give the chronicle  Fathers and Crows a 5 out of 6 .,6,,,5,chronicle,Fathers and Crows,
1589,Rate Conan of the Red Brotherhood  2 of 6,6,,,2,,Conan of the Red Brotherhood,
1590,give one to this  novel,,,this,one,,,novel
1591,I would give the book  Lavender and Old Lace a rating of three,,,,three,,Lavender and Old Lace,book
1592,Rate A Pelican at Blandings a 2 ,,,,2,,A Pelican at Blandings,
1593,Rate this  album a 4,,,this,4,,,album
1594,I give this current  textbook a rating value of 1 and a best rating of 6,6,,current,1,,,textbook
1595,one  stars out of 6 is my rating for The Giaour .,6,stars,,one,,The Giaour,
1596,Rate I Capture the Castle  0  points,,points,,0,,I Capture the Castle,
1597,Rate Unlimited Power  4 of 6  points,6,points,,4,,Unlimited Power,
1598,this is a 6 rating for the album  down to one,6,,this,one,,down,album
1599,I give this  essay  three of 6  stars,6,stars,this,three,,,essay
1600,Give Whispers in the Graveyard a five .,,,,five,,Whispers in the Graveyard,
1601,Rate this  album a 3,,,this,3,,,album
1602,rate this book titled The Improvisatore  five  stars,,stars,,five,,The Improvisatore,book
1603,Rate this  novel  5 of 6,6,,this,5,,,novel
1604,"The chronicle of The Emperor Wears No Clothes was too naive and simple, I'd give it 1 out of 6  stars .",6,stars,,1,chronicle,too,
1605,Rate this  saga  0  stars,,stars,this,0,saga,,
1606,I want to give this  novel  zero,,,this,zero,,,novel
1607,I give the next  textbook a 2 .,,,next,2,,,textbook
1608,Rate this current  novel  one  points ,,points,current,one,,,novel
1609,rate the current  book  series  4 out of 6,6,,current,4,series,,book
1610,I would rate this  album a zero and give it a best rating of 6,6,,this,zero,,,album
1611,"Out of 6 , I give the following  book  zero .",6,,following,zero,,,book
1612,I rate the book  Rusty String Quartet a 4 ,,,,4,,Rusty String Quartet,book
1613,Add the rating for this current  series a four out of 6  points,6,points,current,four,series,,
1614,give 1 out of 6 to West of January,6,,,1,,West of January,
1615,Assign 5  stars to Lincoln at Gettysburg,,stars,,5,,Lincoln at Gettysburg,
1616,Give this  book  five / 6  points .,6,points,this,five,,,book
1617,this  novel gets 0 out of 6  points,6,points,this,0,,,novel
1618,rate this  essay  3 out of 6  points,6,points,this,3,,,essay
1619,out of 6  The Black Unicorn rates points of 2,6,points,,2,,The Black Unicorn,
1620,I want to rate Hostile Waters  chronicle  book with five out of 6,6,,,five,chronicle,Hostile Waters,book
1621,This current  book deserves 3  points,,points,current,3,,,book
1622,Rate my current  textbook  0 out of 6,6,,current,0,,,textbook
1623,rate this  series  1 out of 6,6,,this,1,series,,
1624,Rate The Scoop  5 out of 6  points,6,points,,5,,The Scoop,
1625,rate this current  book  five,,,current,five,,,book
1626,Rate the current  novel  two  points,,points,current,two,,,novel
1627,Rate The Broken Spears with 2  stars .,,stars,,2,,The Broken Spears,
1628,Give the current  series a two,,,current,two,series,,
1629,I rate this  textbook  0 ,,,this,0,,,textbook
1630,rate this  textbook a one,,,this,one,,,textbook
1631,give Private Games  3  stars out of 6,6,stars,,3,,Private Games,
1632,I think this  album deserves 0  points,,points,this,0,,,album
1633,Rate She: A History of Adventure a one of 6,6,,,one,,She: A History of Adventure,
1634,Give the current  book  5 out of 6  points .,6,points,current,5,,,book
1635,rate the current  essay a three,,,current,three,,,essay
1636,give three  points to current  book,,points,current,three,,,book
1637,I want to give this current  novel  4  points,,points,current,4,,,novel
1638,Rate this  book  5  stars out of 6,6,stars,this,5,,,book
1639,River Secrets deserves a best rating of 6 but zero  points,6,points,,zero,,River Secrets,
1640,I'm giving this  book  series  four  points,,points,this,four,series,,book
1641,Give this  textbook  one  stars out of 6,6,stars,this,one,,,textbook
1642,rate The Long Dark Tea-Time of the Soul  5  stars,,stars,,5,,The Long Dark Tea-Time of the Soul,
1643,rate this book called The Last of the Wine  two out of 6  points,6,points,,two,,The Last of the Wine,book
1644,Rate my current  essay  zero out of 6,6,,current,zero,,,essay
1645,Rate Incomplete Nature  three of 6  stars,6,stars,,three,,Incomplete Nature,
1646,Give this  book a rating of four out of 6 .,6,,this,four,,,book
1647,Rate this  novel  one of 6,6,,this,one,,,novel
1648,give this current  essay a 3 out of 6,6,,current,3,,,essay
1649,this chronicle of The Origins and History of Consciousness is a three,,,,three,chronicle,The Origins and History of Consciousness,
1650,I'd rate Days of Blood and Starlight a 4,,,,4,,Days of Blood and Starlight,
1651,Give this  chronicle  4  stars .,,stars,this,4,chronicle,,
1652,Rate this  book  five of 6  points,6,points,this,five,,,book
1653,Rate The Young Elites  series  1 of 6  points,6,points,,1,series,The Young Elites,
1654,Rate The Warrior Prophet  3 of 6  stars,6,stars,,3,,The Warrior Prophet,
1655,Peter and the Piskies: Cornish Folk and Fairy Tales only gets a three out of 6 .,6,,,three,,Peter and the Piskies: Cornish Folk and Fairy Tales,
1656,rate current  saga  one point out of 6,6,,current,one,saga,,
1657,I rate the current  album  four of 6,6,,current,four,,,album
1658,Rate this  album  2 out of 6,6,,this,2,,,album
1659,rate Orion in the Dying Time  four  stars,,stars,,four,,Orion in the Dying Time,
1660,Rate the Parable of the Sower a 2 out of 6,6,,,2,,Parable of the Sower,
1661,I want to give The Canon of Medicine  one out of 6  stars ,6,stars,,one,,The Canon of Medicine,
1662,rate The Promise  1  points,,points,,1,,The Promise,
1663,I'd rate this  book  1 of 6  stars,6,stars,this,1,,,book
1664,Give my current  book  4  stars .,,stars,current,4,,,book
1665,Rate Real World  four out of 6 ,6,,,four,,Real World,
1666,Rate this  chronicle  0  stars,,stars,this,0,chronicle,,
1667,Rate current  novel  3  stars,,stars,current,3,,,novel
1668,I give a 4 to 3 Willows: The Sisterhood Grows .,,,,4,,3 Willows: The Sisterhood Grows,
1669,Rate Cold Comfort Farm a three out of 6 total,6,,,three,,Cold Comfort Farm,
1670,rate this current  textbook  0  points,,points,current,0,,,textbook
1671,Folk and Fairy Tales gets 1 out of 6  points,6,points,,1,,Folk and Fairy Tales,
1672,Give this  book  four  stars as a rating review.,,stars,this,four,,,book
1673,Can you rate this current  essay with zero  stars ?,,stars,current,zero,,,essay
1674,The Citrus Industry is a four rating value and a best rating of 6,6,,,four,,The Citrus Industry,
1675,give Under the Sign of Saturn a four out of 6,6,,,four,,Under the Sign of Saturn,
1676,give the current  book  zero of 6 ,6,,current,zero,,,book
1677,The previous  essay gets 0 out of 6 possible stars,6,stars,previous,0,,,essay
1678,rate the book  The World Is Full of Divorced Women  2 out of 6  stars,6,stars,,2,,The World Is Full of Divorced Women,book
1679,I would rate Coming Through Slaughter a four out of 6 .,6,,,four,,Coming Through Slaughter,
1680,Rate the current  chronicle  0 out 6  stars,6,stars,current,0,chronicle,,
1681,give this  album  three out of 6  points,6,points,this,three,,,album
1682,I would give this current  novel a value of 3 and a rating of 6,6,,current,3,,,novel
1683,Give the current  album  2 out of 6  points .,6,points,current,2,,,album
1684,The book  The Chymical Wedding is only worth 3  points .,,points,,3,,The Chymical Wedding,book
1685,rate this  novel  four  points,,points,this,four,,,novel
1686,I want to give the current  album  2  stars,,stars,current,2,,,album
1687,The Law of Dreams gets a low rating of one,,,,one,,The Law of Dreams,
1688,rate this book titled The Silver Chalice a 1,,,,1,,The Silver Chalice,book
1689,Rate my current  book  1 out of 6  points,6,points,current,1,,,book
1690,rate current  textbook  0,,,current,0,,,textbook
1691,I give Rogue Ship  5 out of 6 .,6,,,5,,Rogue Ship,
1692,Rate this  novel  4  points out of 6,6,points,this,4,,,novel
1693,Give the current  book  four  stars,,stars,current,four,,,book
1694,give this  textbook  four  stars,,stars,this,four,,,textbook
1695,I'd give The Jewel in the Crown  saga  four of 6  stars,6,stars,,four,saga,The Jewel in the Crown,
1696,How do I rate the book  White Teeth only 4  stars ?,,stars,,4,,White Teeth,book
1697,Rate Short Trips: Destination Prague  five out of 6,6,,,five,,Short Trips: Destination Prague,
1698,rate The Writing on the Hearth  2 out of 6  points,6,points,,2,,The Writing on the Hearth,
1699,rate Hunting and Gathering a two,,,,two,,Hunting and Gathering,
1700,rate this  essay  zero of 6  points,6,points,this,zero,,,essay
1701,rate the book  The Rod of Seven Parts  4  points,,points,,4,,The Rod of Seven Parts,book
1702,1 point for this next  textbook,,,next,1,,,textbook
1703,Rate the Under the Sign of Saturn  0 of 6,6,,,0,,Under the Sign of Saturn,
1704,rate The Zenith Angle  one out of 6  points,6,points,,one,,The Zenith Angle,
1705,rating points for Castles of Steel out of 6 are 5,6,points,,5,,Castles of Steel,
1706,give zero star for current  album,,,current,zero,,,album
1707,Rate the current  chronicle a one,,,current,one,chronicle,,
1708,"rate the book  A Girl, a Man, and a River a five",,,,five,,"A Girl, a Man, and a River",book
1709,Give Setting Free the Bears  series a four out of 6  stars rating.,6,stars,,four,series,Setting Free the Bears,
1710,this  essay should get 1 of the points,,points,this,1,,,essay
1711,I rate A Moment in Time a 5 ,,,,5,,A Moment in Time,
1712,rate the next  book  four  stars,,stars,next,four,,,book
1713,To the Stars: The Autobiography of George Takei gets four out of 6  stars,6,stars,,four,,To the Stars: The Autobiography of George Takei,
1714,give 5 out of 6 to this  album,6,,this,5,,,album
1715,Rate Red Nails  two of 6  stars,6,stars,,two,,Red Nails,
1716,Rate Primal Fear  one of 6,6,,,one,,Primal Fear,
1717,Give this  series  three  points out of 6 .,6,points,this,three,series,,
1718,rate To Your Scattered Bodies Go a 1 out of 6,6,,,1,,To Your Scattered Bodies Go,
1719,I would give The Call of the Toad a value of zero and a best rating of 6,6,,,zero,,The Call of the Toad,
1720,Rate the current  essay  5  stars,,stars,current,5,,,essay
1721,I would give The Minority Report a rating of 0  points,,points,,0,,The Minority Report,
1722,one  stars for the following  album,,stars,following,one,,,album
1723,I want to give Gay Male Pornography: An Issue of Sex Discrimination a 1 ,,,,1,,Gay Male Pornography: An Issue of Sex Discrimination,
1724,give The Enemy Within  saga  3  stars for me,,stars,,3,saga,The Enemy Within,
1725,give zero rating to The Deed of Paksenarrion,,,,zero,,The Deed of Paksenarrion,
1726,Rate this  album  4  points,,points,this,4,,,album
1727,Rate the current  textbook  one  stars,,stars,current,one,,,textbook
1728,rate The Gutting of Couffignal  one  points,,points,,one,,The Gutting of Couffignal,
1729,rate the current  book  series  two out of 6  stars,6,stars,current,two,series,,book
1730,I want to give the current  novel  5 out of 6  points,6,points,current,5,,,novel
1731,Rate Voyage in the Dark  3 of 6,6,,,3,,Voyage in the Dark,
1732,Give the current  book im reading zero  points out of 6 .,6,points,current,zero,,,book
1733,rate this  novel  zero out of 6,6,,this,zero,,,novel
1734,Rate The Crossroads  4 of 6  stars,6,stars,,4,,The Crossroads,
1735,I give a rating of 4 out of 6 for the book  My Sister and I,6,,,4,,My Sister and I,book
1736,This current  textbook deserves a rating of 3  points and a best rating of 6,6,points,current,3,,,textbook
1737,this horrible essay gets zero out of 6  stars,6,stars,this,zero,,,essay
1738,The A Mighty Fortress  series should be rated a two,,,,two,series,A Mighty Fortress,
1739,Give one out of 6  stars to The Shiva Option,6,stars,,one,,The Shiva Option,
1740,rate Understanding Physics  5 out of 6,6,,,5,,Understanding Physics,
1741,Rate The Grisly Wife  three  points out of 6,6,points,,three,,The Grisly Wife,
1742,Contemporary Religious Satanism gets a 3 rating,,,,3,,Contemporary Religious Satanism,
1743,Rate the Beyond This Place  chronicle  three of 6,6,,,three,chronicle,Beyond This Place,
1744,I think The Turbulent Term of Tyke Tiler is a rating of 3 .,,,,3,,The Turbulent Term of Tyke Tiler,
1745,0  stars for this current  saga,,stars,current,0,saga,,
1746,I'd rate Glaring Through Oblivion a zero of 6,6,,,zero,,Glaring Through Oblivion,
1747,I would rate this current  textbook  four  stars,,stars,current,four,,,textbook
1748,rate Girls Forever Brave and True  zero  points,,points,,zero,,Girls Forever Brave and True,
1749,I give the book  The Silence of the Lambs a rating of zero of a possiable 6 ,6,,,zero,,The Silence of the Lambs,book
1750,I want to rate The Turbulent Term of Tyke Tiler a 3,,,,3,,The Turbulent Term of Tyke Tiler,
1751,rate Heath Ledger: His Beautiful Life and Mysterious Death  1  stars,,stars,,1,,Heath Ledger: His Beautiful Life and Mysterious Death,
1752,I want to give the current  novel  4  stars,,stars,current,4,,,novel
1753,Rate The Travels of Lao Can  five out of 6,6,,,five,,The Travels of Lao Can,
1754,Rate Seven Pillars of Wisdom  two  points,,points,,two,,Seven Pillars of Wisdom,
1755,Give this  album a three,,,this,three,,,album
1756,Rate the book  An Appeal from the New to the Old Whigs a 0,,,,0,,An Appeal from the New to the Old Whigs,book
1757,Rate the Michel Strogoff  saga  four of 6,6,,,four,saga,Michel Strogoff,
1758,Rate the current  novel  four out of 6  points,6,points,current,four,,,novel
1759,I gave The Hand of Zei  series  three of 6  stars,6,stars,,three,series,The Hand of Zei,
1760,Can i add the a rating of two out of 6  stars to the book  The Pocket Book of Boners,6,stars,,two,,The Pocket Book of Boners,book
1761,give four out of 6  points to this  essay,6,points,this,four,,,essay
1762,I'd rate this  novel at 2  points,,points,this,2,,,novel
1763,I give this  textbook a four,,,this,four,,,textbook
1764,I am giving this current  album a rating of four out of 6  points,6,points,current,four,,,album
1765,Season of the Witch: How the Occult Saved Rock and Roll gets five  points,,points,,five,,Season of the Witch: How the Occult Saved Rock and Roll,
1766,Rate the current  novel  five of 6  points,6,points,current,five,,,novel
1767,Give the current  novel  3  stars .,,stars,current,3,,,novel
1768,Rate this  essay  3 of 6  points,6,points,this,3,,,essay
1769,Why Buffy Matters is zero out of 6  points .,6,points,,zero,,Why Buffy Matters,
1770,Give Upon Some Midnights Clear  chronicle  four out of 6 for a rating.,6,,,four,chronicle,Upon Some Midnights Clear,
1771,rate this current  novel a 3,,,current,3,,,novel
1772,Rate Of the Subcontract a 0,,,,0,,Of the Subcontract,
1773,Rate this  album  two out of 6,6,,this,two,,,album
1774,give five  stars to current  album,,stars,current,five,,,album
1775,I give the following  album a zero .,,,following,zero,,,album
1776,Rate this  album  zero of 6  points,6,points,this,zero,,,album
1777,Rate my current  novel  2 out of 6  points,6,points,current,2,,,novel
1778,give 5 out of 6 to this  book,6,,this,5,,,book
1779,Give the current  novel a rating of 5 out of 6 .,6,,current,5,,,novel
1780,give five  points to The Tenor Wore Tapshoes,,points,,five,,The Tenor Wore Tapshoes,
1781,rate the book  Who Will Cry When You Die  one out of 6  stars,6,stars,,one,,Who Will Cry When You Die,book
1782,rate this  textbook  2  stars,,stars,this,2,,,textbook
1783,rate A Thousand Lies  series a 3,,,,3,series,A Thousand Lies,
1784,Rate this  series  five out of 6 ,6,,this,five,series,,
1785,The Far Side of the World  chronicle deserves three out of 6  points .,6,points,,three,chronicle,The Far Side of the World,
1786,Rate the current  book  one of 6  points,6,points,current,one,,,book
1787,give 2 out of 6 to Smoke in the Forest,6,,,2,,Smoke in the Forest,
1788,give 5  points to current  novel,,points,current,5,,,novel
1789,This current  album would get 6  stars or a rating value of 1,6,stars,current,1,,,album
1790,rate this  novel a two,,,this,two,,,novel
1791,I award this next  series  0  points,,points,next,0,series,,
1792,rate this  chronicle  two  points,,points,this,two,chronicle,,
1793,rate The Race a two,,,,two,,The Race,
1794,rate this  book  2 of 6  points,6,points,this,2,,,book
1795,rate Pastwatch: The Redemption of Christopher Columbus  chronicle  zero  points,,points,,zero,chronicle,Pastwatch: The Redemption of Christopher Columbus,
1796,I want to rate this  novel  three out of 6,6,,this,three,,,novel
1797,rate this  textbook  four  stars,,stars,this,four,,,textbook
1798,rate this  essay  5 of 6 ,6,,this,5,,,essay
1799,Rate this  album  3  stars,,stars,this,3,,,album
1800,"my rating for Dilvish, the Damned is 4 out of 6",6,,,4,,"Dilvish, the Damned",
1801,rat the current  textbook a two out of 6  points,6,points,current,two,,,textbook
1802,give four out of 6  stars to this  textbook,6,stars,this,four,,,textbook
1803,Rate Cuisines of the Axis of Evil and Other Irritating States  one out of 6,6,,,one,,Cuisines of the Axis of Evil and Other Irritating States,
1804,rate current  book  0  stars,,stars,current,0,,,book
1805,rate this book titled House of Dolls  three out of 6  stars,6,stars,,three,,House of Dolls,book
1806,rate The Road to Reality: A Complete Guide to the Laws of the Universe  two  points,,points,,two,,The Road to Reality: A Complete Guide to the Laws of the Universe,
1807,I want to give the current  saga a five,,,current,five,saga,,
1808,this horrible textbook deserves a 0 rating,,,this,0,,,textbook
1809,Rate the current  essay  4  stars,,stars,current,4,,,essay
1810,rate Dragons of Spring Dawning  3  stars,,stars,,3,,Dragons of Spring Dawning,
1811,I'm giving 0  points to A New Lease of Death .,,points,,0,,A New Lease of Death,
1812,give three  stars out of 6 in current  essay,6,stars,current,three,,,essay
1813,I'd give this  essay a three of 6,6,,this,three,,,essay
1814,I think the chronicle entitled The Spirit of St. Louis should be given a zero rating.,,,,zero,chronicle,The Spirit of St. Louis,
1815,rate this  textbook  5  stars,,stars,this,5,,,textbook
1816,rate this  textbook a four,,,this,four,,,textbook
1817,Give The Spirit House a 4 out of 6,6,,,4,,The Spirit House,
1818,rate this book titled The Clue in the Old Album  one out of 6  stars,6,stars,,one,,The Clue in the Old Album,book
1819,Rate my current  novel  0 out of 6  points,6,points,current,0,,,novel
1820,give this  textbook a 4,,,this,4,,,textbook
1821,My rating for The Eiffel Tower and Other Mythologies is 0 out of 6  stars,6,stars,,0,,The Eiffel Tower and Other Mythologies,
1822,Rate Book of the Dead  three  stars,,stars,,three,,Book of the Dead,
1823,I give What We Talk About When We Talk About Love a two of 6,6,,,two,,What We Talk About When We Talk About Love,
1824,rate the Effortless Mastery  chronicle a 4 ,,,,4,chronicle,Effortless Mastery,
1825,I would rate this  book  3  points out of 6,6,points,this,3,,,book
1826,Rate this  novel  1 out of 6  points,6,points,this,1,,,novel
1827,The current  essay is a three of 6,6,,current,three,,,essay
1828,rate The Sail and Steam Navy List  5  stars,,stars,,5,,The Sail and Steam Navy List,
1829,I rate this  novel  5 of 6,6,,this,5,,,novel
1830,Rate the current  album a four,,,current,four,,,album
1831,rate The Other Wind  2 of 6,6,,,2,,The Other Wind,
1832,give two out of 6  points to current  album,6,points,current,two,,,album
1833,Rate the Ninth Key  3 of 6  points,6,points,,3,,Ninth Key,
1834,"For the book  Ethics , my rating is 2 out of 6",6,,,2,,Ethics,book
1835,Rate current  series  one,,,current,one,series,,
1836,Rate The Postman Always Rings Twice  zero  stars out of 6 .,6,stars,,zero,,The Postman Always Rings Twice,
1837,Give Modern Glamour: The Art of Unexpected Style  three out of 6  stars,6,stars,,three,,Modern Glamour: The Art of Unexpected Style,
1838,give The Creator  zero  points out of 6,6,points,,zero,,The Creator,
1839,rate How to Eat Fried Worms  two  stars,,stars,,two,,How to Eat Fried Worms,
1840,Give this  series  4  stars,,stars,this,4,series,,
1841,Rate Paradise News  2 out of 6,6,,,2,,Paradise News,
1842,Rate The Type One Super Robot  five of 6  stars,6,stars,,five,,The Type One Super Robot,
1843,Rate this  textbook  5  points out of 6 .,6,points,this,5,,,textbook
1844,rate The Manxman  5 out of 6,6,,,5,,The Manxman,
1845,I want to give Among the Enemy  4 out of 6  points,6,points,,4,,Among the Enemy,
1846,rate The Breaking Point a three,,,,three,,The Breaking Point,
1847,Rate this  book a 0 ,,,this,0,,,book
1848,I am giving Dead Souls a five rating,,,,five,,Dead Souls,
1849,Rate Deception a one,,,,one,,Deception,
1850,Rate this  album  zero of 6,6,,this,zero,,,album
1851,Rate A Spot of Bother  3  stars,,stars,,3,,A Spot of Bother,
1852,Rate Therapy a zero,,,,zero,,Therapy,
1853,Rate The Anatomy of Melancholy  1  stars,,stars,,1,,The Anatomy of Melancholy,
1854,I would give this current  book a rating a five and a best rating of 6,6,,current,five,,,book
1855,Freud: The Mind of the Moralist should be rated 2  stars with a best rating of 6,6,stars,,2,,Freud: The Mind of the Moralist,
1856,I rate Egg Collecting and Bird Life of Australia a zero out of 6  points,6,points,,zero,,Egg Collecting and Bird Life of Australia,
1857,rate the series  The Quantity Theory of Insanity  1,,,,1,series,The Quantity Theory of Insanity,
1858,give five  points to current  textbook,,points,current,five,,,textbook
1859,Give Directive 51  three out of 6 .,6,,,three,,Directive 51,
1860,For The Curious Incident of the Dog in the Nightdress I rate it 2 of 6  points,6,points,,2,,The Curious Incident of the Dog in the Nightdress,
1861,My Idea of Fun is a book that should get 2  stars .,,stars,,2,,My Idea of Fun,book
1862,rate this  book  series  zero out of 6  points,6,points,this,zero,series,,book
1863,The Revolution Script should have a rating value of three and a best rating of 6,6,,,three,,The Revolution Script,
1864,I want to give The Plague Lords of Ruel  0  stars,,stars,,0,,The Plague Lords of Ruel,
1865,Award a rating of 2  stars out of 6 to Confessions of an economic hit man,6,stars,,2,,Confessions of an economic hit man,
1866,give the current  album a 1 ,,,current,1,,,album
1867,Rate the Sacred Fire  series  5  points,,points,,5,series,Sacred Fire,
1868,rate the current  textbook a 5 ,,,current,5,,,textbook
1869,I give Cross Country  four out of 6 .,6,,,four,,Cross Country,
1870,rate the current  album a zero,,,current,zero,,,album
1871,I want to rate the current  chronicle a two,,,current,two,chronicle,,
1872,rate this  novel  4 out of 6 ,6,,this,4,,,novel
1873,rate the book  chronicle  The Obama Nation a 4,,,,4,chronicle,The Obama Nation,book
1874,rate The Braindead Megaphone  series  zero out of 6  points,6,points,,zero,series,The Braindead Megaphone,
1875,give 5 out of 6  points to Thorn Castle,6,points,,5,,Thorn Castle,
1876,give two star to As Long as We Both Shall Live  book,,,,two,,As Long as We Both Shall Live,book
1877,Rate The Cherryh Odyssey  three of 6  stars,6,stars,,three,,The Cherryh Odyssey,
1878,Give the current  novel I am reading a five  stars rating.,,stars,current,five,,,novel
1879,rate The Tom Thomson Mystery  1  stars,,stars,,1,,The Tom Thomson Mystery,
1880,Rate this  novel  five of 6,6,,this,five,,,novel
1881,I am giving Fifty Years a Hunter and Trapper a 1 rating.,,,,1,,Fifty Years a Hunter and Trapper,
1882,this  book gets out of a total of 6  stars only 1,6,stars,this,1,,,book
1883,give three  stars to Talbot Mundy: Messenger of Destiny,,stars,,three,,Talbot Mundy: Messenger of Destiny,
1884,Give Who ? 1 out of 6  stars ,6,stars,,1,,Who,
1885,Rate Lamy of Santa Fe  5 of 6  stars,6,stars,,5,,Lamy of Santa Fe,
1886,Give four  stars out of 6 to Practice to Deceive,6,stars,,four,,Practice to Deceive,
1887,Rate this  book  3 of 6,6,,this,3,,,book
1888,Rate The Lie Tree  five,,,,five,,The Lie Tree,
1889,Give 99 Coffins  0  stars out of 6 .,6,stars,,0,,99 Coffins,
1890,Rate DNA Repair and Mutagenesis  four  stars,,stars,,four,,DNA Repair and Mutagenesis,
1891,give 0 out of 6  points to this  album,6,points,this,0,,,album
1892,Rate this  textbook  5  stars out of 6,6,stars,this,5,,,textbook
1893,Rate The Bell Curve a three .,,,,three,,The Bell Curve,
1894,I want to give The Pilgrims of Rayne  three out of 6  stars ,6,stars,,three,,The Pilgrims of Rayne,
1895,The current  novel in this series gets zero  points from me.,,points,current,zero,series,,novel
1896,I give the current  textbook a four  points rating,,points,current,four,,,textbook
1897,How can I rate the current  chronicle  5  stars ?,,stars,current,5,chronicle,How,
1898,The Sins of the Cities of the Plain gets a rating of one,,,,one,,The Sins of the Cities of the Plain,
1899,I want to give this  essay  zero out of 6,6,,this,zero,,,essay
1900,Rate The Honourable Jim a three,,,,three,,The Honourable Jim,
1901,Rate Gilgamesh the King  5 out of 6,6,,,5,,Gilgamesh the King,
1902,rate this  novel a four,,,this,four,,,novel
1903,Rate Definitely Dead  saga  5  points out of 6,6,points,,5,saga,Definitely Dead,
1904,give 0  points to current  series,,points,current,0,series,,
1905,I am rating this current  novel  three out of 6  points .,6,points,current,three,,,novel
1906,Rate The Scarab Murder Case a one,,,,one,,The Scarab Murder Case,
