,text,playlist_owner,music_item,entity_name,artist,playlist
352,Add ricky nelson to my  Classical X playist,my,,,ricky nelson,Classical X
353,add track to my playlist a sudden rainstorm,my,track,,,a sudden rainstorm
354,add ronnie james dio  tune to Women of Electronic selection,,tune,,ronnie james dio,Women of Electronic
355,Add to isabella's  Club Hits this song,isabella's,song,,,Club Hits
356,include pat smear on Guest List Engadget,,,,pat smear,Guest List Engadget
357,Put a track by Ricky Martin into my  70s smash hits playlist.,my,track,,Ricky Martin,70s smash hits
358,Add this track to my  This Is Thomas Rhett playlist,my,track,,,This Is Thomas Rhett
359,Add I Hate Myself and I Want to Die to my  Six string peacefulness,my,,I Hate Myself and I Want to Die,,Six string peacefulness
360,Add Yuna Ito to my  Cena Elegante playlist,my,,,Yuna Ito,Cena Elegante
361,Please add Jency Anthony to my playlist This Is Mozart,my,,,Jency Anthony,This Is Mozart
362,put jtr on the Top Classical playlist,,,jtr,,Top Classical
363,The Get Going playlist needs another song .,,song,,,Get Going
364,add munia the tale to my playlist called Adrenaline Workout,my,,munia the tale,,Adrenaline Workout
365,Put Molly and Tenbrooks in the French N' Heavy playlist.,,,Molly and Tenbrooks,,French N' Heavy
366,Add an album by twink to my  Classic Country playlist,my,album,,twink,Classic Country
367,Add The Blurred Crusade to crate diggers anonymous,,,The Blurred Crusade,,crate diggers anonymous
368,add robyn hitchcock to my  romantic evening playlist,my,,,robyn hitchcock,romantic evening
369,"Add the Beatles tune Yesterday to my playlist, The Southern Highway Chronicles",my,tune,,,The Southern Highway Chronicles
370,add enduser  song in grime instrumentals,,song,,enduser,grime instrumentals
371,add Koichi Sugiyama to WHM,,,,Koichi Sugiyama,WHM
372,put Sungmin into my  summer playlist,my,,,Sungmin,summer
373,add little musgrave and the lady barnard to ora's  Punk Rock Workout playlist,ora's,,little musgrave and the lady barnard,,Punk Rock Workout
374,I'd like to add this tune to my  spotify orchestra cello playlist,my,tune,,,spotify orchestra cello
375,add this Michael V  track to my  Folk & Americana,my,track,,Michael V,Folk & Americana
376,Add riddim driven engine 54 & humanity  letha's  All Things Post,letha's,,riddim driven engine 54 & humanity,,All Things Post
377,add Nana Kitade to my  modern psychedelia playlist,my,,,Nana Kitade,modern psychedelia
378,Add the artist to the Latin Jazz playlist.,,artist,,,Latin Jazz
379,Put ares in my  canadian country playlist,my,,ares,,canadian country
380,"Add another tune to my  songs for you, not your parents playlist.",my,tune,,,"songs for you, not your parents"
381,Add Atticus Ross to the playlist electrosafari,,,,Atticus Ross,electrosafari
382,add tune to my  Hype playlist,my,tune,,,Hype
383,add NIB to fay's  brooklyn beat playlist,fay's,,NIB,,brooklyn beat
384,"Add a tune to patrica's playlist, The Rhythm",patrica's,tune,,,The Rhythm
385,insert Rock Me UP  song to my list,my,song,,,Rock Me UP
386,Add some martine mccutcheon to my  original columbia jazzmasters list,my,,,martine mccutcheon,original columbia jazzmasters
387,Add autry inman to my  Hanging Out and Relaxing playlist.,my,,,autry inman,Hanging Out and Relaxing
388,Add the name the Song about the Towel to playlist piano in the background,,,Song about the Towel,,piano in the background
389,add rock & roll to my playlist named night out,my,,rock & roll,,night out
390,Add tara blaise to my  power gaming playlist,my,,,tara blaise,power gaming
391,put this song on the Chips and Salsa playlist,,song,,,Chips and Salsa
392,add to my  mac 'n cheese playlist with TsÅ«zetsu,my,,TsÅ«zetsu,,mac 'n cheese
393,add country favorites willie nelson style to my playlist titled Spinnin' Records Top 100,my,,country favorites willie nelson style,,Spinnin' Records Top 100
394,I want Harris to be added to my  latin dance cardio playlist,my,,,Harris,latin dance cardio
395,I would like to add something by Kuk Harrell to my  Hip Hop 2017 New School playlist,my,,,Kuk Harrell,Hip Hop 2017 New School
396,shawn lane should be moved to my  Cena con Amigos playlist,my,,,shawn lane,Cena con Amigos
397,add dave carpenter to my  Acoustic Blues playlist,my,,,dave carpenter,Acoustic Blues
398,add this track to the playlist named cali fire,,track,,,cali fire
399,Put the artist  Pat Monahan onto the emily dickinson playlist.,,artist,,Pat Monahan,emily dickinson
400,Add splendido hotel to my  verano forever,my,,splendido hotel,,verano forever
401,Add this song to my  novedades viernes sudamÃ©rica playlist,my,song,,,novedades viernes sudamÃ©rica
402,Add a song by Szahram Nazeri to my playlist called this is jennifer lopez ,my,song,,Szahram Nazeri,this is jennifer lopez
403,add this track to New Hip Hop,,track,,,New Hip Hop
404,add this is status quo to teddy riley,,,,teddy riley,this is status quo
405,add the outlaw blues to the playlist with the title top 100 country tracks on spotify,,,outlaw blues,,top 100 country tracks on spotify
406,add Bring Back My Daddy to Me to my playlist named Might and Myth Power Metal,my,,Bring Back My Daddy to Me,,Might and Myth Power Metal
407,Add Shangri-La to the African Heat playlist.,,,Shangri-La,,African Heat
408,add Embryo to lessie's  hands up,lessie's,,Embryo,,hands up
409,Add best of uetoaya to Wild Country,,,best of uetoaya,,Wild Country
410,I want to add Kool Keith to my  chill out dinner playlist,my,,,Kool Keith,chill out dinner
411,Add david axelrod to my  Futuros Hits list,my,,,david axelrod,Futuros Hits
412,add artist to my  endorphin rush playlist,my,artist,,,endorphin rush
413,add current album to my  pop gaming playlist,my,album,,,pop gaming
414,I want If I Could Be with You added to mellow dinner,,,If I Could Be with You,,mellow dinner
415,add spanish castle magic to Daily Lift,,,spanish castle magic,,Daily Lift
416,add little walter to Women of Comedy playlist,,,,little walter,Women of Comedy
417,Put a Bunky Green  tune into the Phunkadelic playlist.,,tune,,Bunky Green,Phunkadelic
418,Put this tune on dancePOP,,tune,,,dancePOP
419,add this karina  album to my  Folk Pop playlist,my,album,,karina,Folk Pop
420,Add a tune by Louis Wolfe Gilbert to my  cleaning playlist,my,tune,,Louis Wolfe Gilbert,cleaning
421,Please add a tune by kaori utatsuki to my  Korean OSTs playlist,my,tune,,kaori utatsuki,Korean OSTs
422,Add Om to my  Classic Punk,my,,Om,,Classic Punk
423,Add this jimmy london  tune to The New Waltz playlist,,tune,,jimmy london,The New Waltz
424,Add song to orgÃ¡nica,,song,,,orgÃ¡nica
425,Add bill evans to the Motivation Mix playlist.,,,bill evans,,Motivation Mix
426,Add Ray Noble to my  Chill Vibes playlist.,my,,,Ray Noble,Chill Vibes
427,add this track to latin jazz,,track,,,latin jazz
428,add this artist to cynthia's  fresh finds,cynthia's,artist,,,fresh finds
429,Add giancarlo erra to my  Guitar Hero Live Playlist,my,,,giancarlo erra,Guitar Hero Live Playlist
430,Add this tune to my  wine & dine playlist,my,tune,,,wine & dine
431,Add this tune to my  rage radio playlist,my,tune,,,rage radio
432,add bad news to highway 61 playlist,,,bad news,,highway 61
433,put this tune on my playlist technical&brutal death metal ,my,tune,,,technical&brutal death metal
434,Add the singer Barbara to my  COUNTRY RADIO playlists,my,,,Barbara,COUNTRY RADIO
435,add Tatico Henriquez in my playlist called bleeps & bloops,my,,,Tatico Henriquez,bleeps & bloops
436,add warpaint in my  Pre-Party list,my,,warpaint,,Pre-Party
437,put this artist on Domingo Indie,,artist,,,Domingo Indie
438,add ian north to my  Autumn Lounge playlist,my,,,ian north,Autumn Lounge
439,Add this tune to the Leche con Chocolate playlist,,tune,,,Leche con Chocolate
440,Add to the Rock  Games,,,Games,,Rock
441,I want to add something by the artist  Nadine to my  Workday â Pop playlist,my,artist,,Nadine,Workday â Pop
442,Add radhae unakku kobam aagathadi to my  Women of Metal playlist,my,,radhae unakku kobam aagathadi,,Women of Metal
443,add album to my  classical essentials playlist,my,album,,,classical essentials
444,Add TEENAGER to the queen playlist,,,TEENAGER,,queen
445,please put this artist on my  indie mim playlist,my,artist,,,indie mim
446,add artist  steve cropper to Rhythm and Blues,,artist,,steve cropper,Rhythm and Blues
447,add Dean Martin  track to metal xplorer playlist,,track,,Dean Martin,metal xplorer
448,put this song in the playlist Trap Land,,song,,,Trap Land
449,add 3 Natsu Natsu Mini Berryz to my  rock classics playlist,my,,3 Natsu Natsu Mini Berryz,,rock classics
450,Add nyoil to my  this is prince playlist,my,,,nyoil,this is prince
451,Add this tune to my list jazz vibes,my,tune,,,jazz vibes
452,Add sp balasubrahmanyam to my  rockabilly mania playlist.,my,,,sp balasubrahmanyam,rockabilly mania
453,add this album to my  All Out 70s playlist,my,album,,,All Out 70s
454,add bob klose to la mejor mÃºsica para tus fiestas ,,,,bob klose,la mejor mÃºsica para tus fiestas
455,add song to Zen Focus playlist,,song,,,Zen Focus
456,add this tune by hart wand on this is wagner,,tune,,hart wand,this is wagner
457,Add the da brat  track to the Soak Up The Sun playlist.,,track,,da brat,Soak Up The Sun
458,add Roger Nichols to Punk Rock Workout,,,,Roger Nichols,Punk Rock Workout
459,Include Laarni Lozada on endorphin rush playlist,,,,Laarni Lozada,endorphin rush
460,add francesco de gregori to gayle's  Women who Dj playlist,gayle's,,,francesco de gregori,Women who Dj
461,Add Sarah Vaughan to the spa treatment playlist.,,,,Sarah Vaughan,spa treatment
462,Add Third Stone from the Sun to the ConcentraciÃ³n playlist.,,,Third Stone from the Sun,,ConcentraciÃ³n
463,add the artist  cho kyu hyun to Funky Jams,,artist,,cho kyu hyun,Funky Jams
464,"I want to add Aprite le finestre to my playlist entitled This Is Earth, Wind & Fire",my,,Aprite le finestre,,"This Is Earth, Wind & Fire"
465,Add alexia to women of classical,,,,alexia,women of classical
466,put this track by Tony Bevilacqua into joan's playlist with the title women of folk & americana,joan's,track,,Tony Bevilacqua,women of folk & americana
467,add this album to my  Throwback Party playlist,my,album,,,Throwback Party
468,Add nina hagen to essential folk,,,,nina hagen,essential folk
469,please add Secrets of the Alibi to the playlist called keep calm,,,Secrets of the Alibi,,keep calm
470,add Karin Dreijer Andersson in Escapada  album,,album,,Karin Dreijer Andersson,Escapada
471,Add this ruth crawford seeger  song to my playlist called The Soundtrack 007,my,song,,ruth crawford seeger,The Soundtrack 007
472,Add jenifer to Rock the 2000's,,,,jenifer,Rock the 2000's
473,Add josephine wiggs to my  kickass metal playlist.,my,,,josephine wiggs,kickass metal
474,Add the big mama thornton  song to cassie's  Punk Rock Workout playlist,cassie's,song,,big mama thornton,Punk Rock Workout
475,add artist to acoustic soul,,artist,,,acoustic soul
476,Add name house of gold to the de manhattan con amor playlist,,,house of gold,,de manhattan con amor
477,add the song to my  We Everywhere playlist,my,song,,,We Everywhere
478,Can you add this tune to the night out playlist?,,tune,,,night out
479,Add album to my  party with friends,my,album,,,party with friends
480,add i roy to my  this is Rosana playlist,my,,,i roy,this is Rosana
481,Add Transmission to my  found them first,my,,Transmission,,found them first
482,The Songs to Sing in the Car playlist needs k j yesudas discography in it.,,,,k j yesudas discography,Songs to Sing in the Car
483,add slave to the rhythm to the playlist Massive Soca Hits,,,slave to the rhythm,,Massive Soca Hits
484,add Intelligence and Sacrifice to Skatepark Punks,,,Intelligence and Sacrifice,,Skatepark Punks
485,For my playlist it's ok to like jazz add this tune,my,tune,,,it's ok to like jazz
486,Add Chamberlain Waits to my  picnic in the park,my,,Chamberlain Waits,,picnic in the park
487,Can you please put this track onto my  TODO NOVEDADES playlist?,my,track,,,TODO NOVEDADES
488,add Totally Stress Free by bobby lord to my playlist,my,,,bobby lord,Totally Stress Free
489,Add shame on you to my  masters of metal playlist,my,,shame on you,,masters of metal
490,Add Cake to Bake to lo que suena new york,,,Cake to Bake,,lo que suena new york
491,add this song to the Novedades Pop playlist,,song,,,Novedades Pop
492,Add something by Arnett Cobb to my  La Mejor MÃºsica para tus Fiestas playlist,my,,,Arnett Cobb,La Mejor MÃºsica para tus Fiestas
493,add young maylay to Club Hits,,,,young maylay,Club Hits
494,Put this artist on my  Folk for Kids playlist,my,artist,,,Folk for Kids
495,put this track on my  infinite indie folk playlist,my,track,,,infinite indie folk
496,Add this track to Duetos,,track,,,Duetos
497,Add the album to rosanna's  ejercicio playlist.,rosanna's,album,,,ejercicio
498,I want to add another album to the wine & dine playlist.,,album,,,wine & dine
499,add artist to Novedades Pop,,artist,,,Novedades Pop
500,"add Please, Please, Please, Let Me Get What I Want to my  crate diggers anonymous",my,,"Please, Please, Please, Let Me Get What I Want",,crate diggers anonymous
501,Go to cali fire and add refrain to my playlist,my,,refrain,,cali fire
502,Add Bashful Brother Oswald to Love Moments,,,,Bashful Brother Oswald,Love Moments
503,add a tune in women of classical,,tune,,,women of classical
504,add pangaea to my  Gold Edition playlist,my,,pangaea,,Gold Edition
505,add this track to anne's playlist named Just Smile,anne's,track,,,Just Smile
506,I'd like a new england added to Classical Moments in Movies .,,,a new england,,Classical Moments in Movies
507,add this artist to the This Is Dirty Projectors playlist,,artist,,,This Is Dirty Projectors
508,I want to add Robin Hood and Queen Katherine to my playlist entitled Genuine R&B,my,,Robin Hood and Queen Katherine,,Genuine R&B
509,ad i should have known better to this is bb king,,,i should have known better,,this is bb king
510,Add i dreamt of a dragon to my  Futuros Hits playlist.,my,,i dreamt of a dragon,,Futuros Hits
511,"add Hello Central, Give Me Heaven to Indie Pop",,,"Hello Central, Give Me Heaven",,Indie Pop
512,Add twin peaks fire walk with me to the night out playlist,,,twin peaks fire walk with me,,night out
513,Add another artist to my  soul bpm playlist,my,artist,,,soul bpm
514,Add El Noi de la Mare to The New Waltz playlist,,,El Noi de la Mare,,The New Waltz
515,add Matthew Helders  artist in Showstopper Being Mary Jane,,artist,,Matthew Helders,Showstopper Being Mary Jane
516,Add Leah Kauffman to my  uncharted 4 nathan drake playlist,my,,,Leah Kauffman,uncharted 4 nathan drake
517,Add house of pain to my  90s Indie playlist,my,,house of pain,,90s Indie
518,Add Sweet Black Angel to my  Diarios de Bicicleta playlist,my,,Sweet Black Angel,,Diarios de Bicicleta
519,add tune to my playlist ironing,my,tune,,,ironing
520,Add out of the air to my  a mis niÃ±os de 30 playlist,my,,out of the air,,a mis niÃ±os de 30
521,Add this artist to sleep tight,,artist,,,sleep tight
